Code,ID,Annotation
S,ENOG410KQX3,NA
S,ENOG410KQX2,NA
S,ENOG410KQXM,NA
S,ENOG410KQXN,NA
S,ENOG410KQXI,Inherit from NOG: haloacid dehalogenase
S,ENOG410KQXH,NA
O,ENOG410KQXK,Glycosyl hydrolase family 45
S,ENOG410KQXJ,NA
S,ENOG410KQXE,NA
S,ENOG410JC79,Aflatoxin regulatory protein
S,ENOG410KQXG,NA
S,ENOG410KQXF,NA
S,ENOG410KQXA,NA
S,ENOG410KQXC,NA
G,ENOG410J9BM,Inherit from COG: Acyltransferase
S,ENOG410KQXY,NA
S,ENOG410KQXX,NA
S,ENOG410KQXZ,NA
S,ENOG410KQXU,NA
S,ENOG410KQXT,NA
S,ENOG410KQXW,NA
S,ENOG410KQXV,NA
S,ENOG410KQXQ,NA
S,ENOG410KQXP,NA
S,ENOG410KQXS,NA
S,ENOG410KQXR,NA
T,ENOG410JC7D,NA
S,ENOG410JC7B,NA
S,ENOG410JC7H,ZnF_C2H2
S,ENOG410JC7K,Aromatic prenyltransferase Orf2
S,ENOG410JNEH,NA
U,ENOG410JNEM,NA
S,ENOG410JNEB,NA
S,ENOG410JNEA,NA
S,ENOG410JNED,Gon7 family
U,ENOG410JNEZ,LrgB-like family 
S,ENOG410JNER,ANK
K,ENOG410JNES,DNA-directed RNA polymerase alpha subunit
S,ENOG410JNEP,NA
S,ENOG410JNEQ,NA
S,ENOG410JNEV,NA
O,ENOG410JNEU,DnaJ
S,ENOG410JNE8,NA
S,ENOG410JNE2,Pfam:UPF0057
U,ENOG410JNE3,Protein of unknown function (DUF2665)
S,ENOG410JNE0,NA
S,ENOG410JNE1,NA
S,ENOG410JNE6,NA
S,ENOG410JNE7,Inner centromere protein ARK binding region
S,ENOG410JNE5,NA
F,ENOG410IG45,zinc metallopeptidase
S,ENOG410IG44,Tetratricopeptide repeat domain 22
S,ENOG410IG47,Domain of unknown function (DUF3504)
S,ENOG410IG46,Conserved hypothetical protein
S,ENOG410IG41,Conserved hypothetical protein
S,ENOG410IG40,Septin
S,ENOG410IG43,Transmembrane protein 101
S,ENOG410IG42,Protein PHLOEM protein 2-LIKE
E,ENOG410IG49,dihydrodipicolinate synthetase family protein
S,ENOG410IG48,NA
S,ENOG410IG4U,NA
S,ENOG410IG4T,hyaluronan and proteoglycan link protein 3
G,ENOG410IG4W,Sodium-dependent glucose transporter
S,ENOG410IG4V,expressed protein
G,ENOG410IG4Q,atexpa7 exp7 atexp7 athexp alpha 1.26 expa7 atexpa7 (arabidopsis thaliana expansin a7)
E,ENOG410IG4P,Domain of unknown function (DUF1338)
M,ENOG410IG4S,glycosyl transferase family 1 protein
Z,ENOG410IG4R,keratin type II cytoskeletal
S,ENOG410IG4Y,Conserved hypothetical protein
T,ENOG410IG4X,Serine threonine-protein kinase that may function as a signaling receptor of extracellular matrix component
T,ENOG410IG4Z,5-azacytidine induced 2
T,ENOG410IG4E,TGF-beta activated kinase 1 MAP3K7 binding protein 3
T,ENOG410IG4D,LRR receptor-like serine threonine-protein kinase
S,ENOG410IG4G,Plant organelle RNA recognition domain
S,ENOG410IG4F,NA
S,ENOG410IG4A,F-Box protein
S,ENOG410IG4C,NA
O,ENOG410IG4B,Hsp33 protein
S,ENOG410IG4M,F-box domain protein
C,ENOG410IG4N,DRTGG domain
G,ENOG410IG4I,monogalactosyldiacylglycerol synthase
S,ENOG410IG4H,Glomulin FKBP associated protein
T,ENOG410IG4K,Rho GTPase activating protein 39
T,ENOG410IG4J,FAD binding domain
T,ENOG410IEDN,Embryonal Fyn-associated substrate
G,ENOG410IEDM,Inherit from COG: cell wall
S,ENOG410IEDK,chromosome 6 open reading frame 183
T,ENOG410IEDJ,interleukin 21 receptor
S,ENOG410IEDI,NA
T,ENOG410IEDH,Olfactory receptor
S,ENOG410IEDG,NA
U,ENOG410IEDF,family with sequence similarity 26 member E
T,ENOG410IEDE,K04657 chordin
T,ENOG410IEDD,neural precursor cell expressed developmentally down-regulated 9
G,ENOG410IEDC,Mannosyl (Alpha-13-)-glycoprotein beta-14-N-acetylglucosaminyltransferase isozyme
K,ENOG410IEDB,B-cell CLL lymphoma 9-like
T,ENOG410IEDA,GRB2-associated binding protein 2
L,ENOG410IEDZ,SON DNA binding protein
K,ENOG410IEDY,leucine-zipper-like transcription regulator 1
U,ENOG410IEDX,Component of the BLOC-1 complex a complex that is required for normal biogenesis of lysosome-related organelles (LRO) such as platelet dense granules and melanosomes. In concert with the AP-3 complex the BLOC-1 complex is required to target membrane protein cargos into vesicles assembled at cell bodies for delivery into neurites and nerve terminals. The BLOC-1 complex in association with SNARE proteins is also proposed to be involved in neurite extension. Plays a role in intracellular vesicle trafficking
G,ENOG410IEDW,Xyloglucan endotransglucosylase hydrolase protein
S,ENOG410IEDV,Zinc finger protein 330
S,ENOG410IEDU,Secreted protein
S,ENOG410IEDT,CpeT/CpcT family (DUF1001)
S,ENOG410IEDS,coiled-coil domain containing 19
K,ENOG410IEDR,transcription factor
S,ENOG410IEDQ,BRO1 domain and CAAX motif containing
S,ENOG410IEDP,Cyclin
G,ENOG410IED9,Glycosyl hydrolase family 12
K,ENOG410IED8,interferon regulatory factor 8
C,ENOG410IED7,xenobiotic compound monooxygenase
S,ENOG410IED6,DUF6 domain protein
S,ENOG410IED5,NA
S,ENOG410IED4,family with sequence similarity 166 member A
S,ENOG410IED3,Synovial sarcoma X breakpoint 2 interacting protein
S,ENOG410IED2,F-box LRR-repeat protein
S,ENOG410IED1,Conserved hypothetical protein
S,ENOG410IED0,WW and C2 domain containing
S,ENOG410IUE3,YqaJ-like viral recombinase domain
S,ENOG410IUEX,Inherit from NOG: Apolipoprotein B receptor
S,ENOG410IUEY,NA
S,ENOG410IUEZ,NA
S,ENOG410IUES,NA
S,ENOG410IUEM,Putative methyltransferase
S,ENOG410IUEC,NA
S,ENOG410KQFV,NA
U,ENOG410JACK,NA
S,ENOG410KQFR,NA
S,ENOG410KQFQ,NA
S,ENOG410JACH,NA
S,ENOG410JACB,Fungal specific transcription factor domain 
S,ENOG410JACA,NA
S,ENOG410KQFA,Fungal Zn(2)-Cys(6) binuclear cluster domain
S,ENOG410KJ88,NA
S,ENOG410KJ89,NA
U,ENOG410KJ86,NA
S,ENOG410KJ84,NA
S,ENOG410KJ85,Protein of unknown function (DUF3435)
T,ENOG410KJ82,NA
S,ENOG410KJ83,Inherit from NOG: APSES transcription factor
S,ENOG410KJ80,NA
S,ENOG410KQFN,NA
S,ENOG410KQFM,NA
S,ENOG410KQFK,Bromodomain associated
S,ENOG410KQFI,NA
S,ENOG410KJ8Z,NA
S,ENOG410KJ8X,NA
S,ENOG410KJ8Y,NA
S,ENOG410KJ8V,NA
S,ENOG410KJ8W,NA
S,ENOG410KJ8T,Inherit from NOG: Methyltransferase domain
S,ENOG410KJ8U,NA
S,ENOG410KJ8R,NA
S,ENOG410KJ8S,NA
S,ENOG410KJ8P,ZnF_C2H2
S,ENOG410KJ8Q,NA
S,ENOG410KJ8N,NA
S,ENOG410KJ8M,NA
S,ENOG410KJ8J,Methyltransferase domain
S,ENOG410KJ8K,NA
S,ENOG410KJ8H,NA
S,ENOG410KJ8I,NA
S,ENOG410KJ8F,NA
S,ENOG410KJ8G,NA
S,ENOG410KJ8D,NA
S,ENOG410KJ8E,NA
S,ENOG410KJ8B,NA
S,ENOG410KJ8C,NA
S,ENOG410KJ8A,NA
S,ENOG410KNXI,NA
S,ENOG410KNXN,NA
S,ENOG410IXSY,NA
K,ENOG410IXSS,Transcription factor
S,ENOG410IXSR,NA
P,ENOG410IXSQ,May act as a scaffolding protein within caveolar membranes. Interacts directly with G-protein alpha subunits and can functionally regulate their activity (By similarity)
S,ENOG410IXSW,conserved hypothetical protein
S,ENOG410IXSH,Highly specific phosphatase involved in the metabolism of ADP-ribose 1''-phosphate (Appr1p) which is produced as a consequence of tRNA splicing (By similarity)
C,ENOG410IXSN,NADH-ubiquinone oxidoreductase 299 kDa subunit
S,ENOG410IXSM,Conserved hypothetical protein
S,ENOG410IXSB,Protein of unknown function DUF538
S,ENOG410IXS9,NA
S,ENOG410IXS8,NSL1 MIND kinetochore complex component homolog (S. cerevisiae)
S,ENOG410IXS2,Conserved hypothetical protein
S,ENOG410IXS5,Protein kinase PKN PRK1 effector
S,ENOG410K5G6,NA
S,ENOG410K5G0,NA
S,ENOG410K5G1,NA
S,ENOG410K5G3,NA
S,ENOG410K5G8,NA
S,ENOG410K5G9,NA
S,ENOG410K5GD,NA
S,ENOG410K5GC,NA
S,ENOG410K5GM,NA
S,ENOG410K5GH,NA
S,ENOG410K5GJ,NA
S,ENOG410K5GV,NA
T,ENOG410K5GP,PP2Cc
S,ENOG410K5GS,NA
S,ENOG410K5GY,NA
S,ENOG410K5GZ,NA
S,ENOG410K40Q,NA
O,ENOG410KAZ8,UBQ
W,ENOG410KAZ3,Cardioactive peptide. Corazonin is probably involved in the physiological regulation of the heart beat. Clock (Clk) and cycle (cyc) proteins negatively regulate Crz transcription in a cell-specific manner
S,ENOG410KAZ2,DAZ associated protein 2 (DAZAP2)
S,ENOG410KAZ1,NA
S,ENOG410KAZ4,NA
S,ENOG410KAZZ,ZnF_BED
S,ENOG410KAZY,Protein of unknown function (DUF753)
S,ENOG410KAZX,NA
S,ENOG410KAZS,MADF
S,ENOG410KAZR,Protein of unknown function (DUF1431)
S,ENOG410KAZQ,NA
S,ENOG410KAZP,NA
S,ENOG410KAZW,ZnF_C2H2
S,ENOG410KAZV,Insect cuticle protein
S,ENOG410KAZU,NA
S,ENOG410KAZT,Insect cuticle protein
S,ENOG410KAZK,NA
G,ENOG410KAZJ,plays a role in protecting the egg from the environment
S,ENOG410KAZH,NA
S,ENOG410KAZN,NA
S,ENOG410KAZM,NA
S,ENOG410KAZB,NA
S,ENOG410KAZA,NA
S,ENOG410JXRE,NA
S,ENOG410JXRF,acid phosphatase class B family protein
S,ENOG410JXRA,Inherit from NOG: seed maturation protein PM23
S,ENOG410JXRC,NA
K,ENOG410JXRK,GRAS domain family
S,ENOG410JXRJ,F-box associated
S,ENOG410JXR7,NA
S,ENOG410JXR9,Domain of unknown function DUF220
K,ENOG410IN20,SANT
S,ENOG410KIZU,NA
S,ENOG410KIZT,NA
L,ENOG410JRW9,Inherit from COG: DNA replication
S,ENOG410JRW5,NA
S,ENOG410JRW6,NA
S,ENOG410JRWY,NA
S,ENOG410JRWW,Inherit from NOG: Conserved hypothetical protein
O,ENOG410KDYW,Urotensin II
S,ENOG410KDYT,NA
S,ENOG410KDYR,NA
S,ENOG410KDYQ,7tm Chemosensory receptor
S,ENOG410KDYZ,NA
S,ENOG410KDYY,NA
S,ENOG410KDYX,NA
S,ENOG410KDYG,NA
S,ENOG410KDYE,neurexophilin 3
S,ENOG410KDYD,NA
S,ENOG410KDYC,ZP
T,ENOG410KDYB,Olfactory receptor
S,ENOG410KDYA,AIG1 family
T,ENOG410KDYN,dysbindin (dystrobrevin binding protein 1) domain containing 2
S,ENOG410KDYM,NA
S,ENOG410KDYK,NA
S,ENOG410KDYI,Cuticle protein
S,ENOG410KDYH,NA
S,ENOG410KDY5,PRAME family member
S,ENOG410KDY4,NA
S,ENOG410KDY3,Transglutaminase family
S,ENOG410KDY2,Inherit from NOG: Reverse transcriptase
K,ENOG410KDY0,transcription elongation factor A (SII)-like
S,ENOG410KDY9,Scavenger receptor cysteine-rich domain
S,ENOG410IM81,NA
S,ENOG410KEA7,NA
S,ENOG410KEAQ,NA
S,ENOG410KEAX,NA
S,ENOG410JWDH,NA
T,ENOG410JWDI,Leucine rich repeat N-terminal domain
S,ENOG410JWDJ,No apical meristem (NAM) protein
S,ENOG410JWDK,Protein of unknown function DUF594
S,ENOG410JWDM,Tetraspanin family
S,ENOG410JWDN,NA
S,ENOG410JWDA,Pfam:DUF623
S,ENOG410JWDB,NA
S,ENOG410JWDC,Calmodulin binding protein-like
T,ENOG410JWDD,serine threonine-protein kinase
S,ENOG410JWDE,GRAS domain family
G,ENOG410JWDF,Pollen allergen
S,ENOG410JWDG,Pfam:DUF248
S,ENOG410JWDX,Peroxidase
G,ENOG410JWDY,Peroxidase
S,ENOG410JWDZ,NA
S,ENOG410JWDQ,GDSL-like Lipase/Acylhydrolase
S,ENOG410JWDR,Protein of unknown function (DUF810)
S,ENOG410JWDS,NA
S,ENOG410JWDT,Plant protein of unknown function
C,ENOG410JWDU,Fumarate hydratase (Fumerase)
S,ENOG410JWDV,Protein of unknown function (DUF1645)
S,ENOG410JWDW,NA
I,ENOG410JWD8,Fatty acid desaturase
S,ENOG410JWD0,ZnF_U1
S,ENOG410JWD1,peroxidase
S,ENOG410JWD2,CCT motif
S,ENOG410JWD3,NA
G,ENOG410JWD4,Peroxidase
S,ENOG410JWD5,GRAS domain family
S,ENOG410JWD6,GRAS domain family
S,ENOG410JWD7,NA
S,ENOG410INSZ,C2 domain
K,ENOG410INSE,Upstream transcription factor 1
K,ENOG410INSF,upstream transcription factor 2 c-fos interacting
S,ENOG410INSJ,ZnF_C2H2
PT,ENOG410INS1,NA
S,ENOG410INS2,NA
K,ENOG410INS8,Helix-loop-helix DNA-binding domain
S,ENOG410J478,NA
S,ENOG410J479,NA
T,ENOG410J475,Plant non-specific lipid-transfer proteins transfer phospholipids as well as galactolipids across membranes. May play a role in wax or cutin deposition in the cell walls of expanding epidermal cells and certain secretory tissues (By similarity)
S,ENOG410J472,NA
S,ENOG410J473,Insect cuticle protein
S,ENOG410J470,Glutathione-dependent formaldehyde-activating enzyme
S,ENOG410J471,NA
S,ENOG410J47N,NA
S,ENOG410J47M,NA
S,ENOG410J47J,NA
S,ENOG410J47K,NA
S,ENOG410J47I,Protein of unknown function (DUF3695) 
S,ENOG410J47G,family with sequence similarity 89 member
S,ENOG410J47D,finger domain protein
O,ENOG410J47E,defensin beta 125
S,ENOG410J47B,Mannosyltransferase putative
S,ENOG410J47C,NA
S,ENOG410J47A,whole genome shotgun sequence
S,ENOG410J47Z,Conserved hypothetical protein
S,ENOG410J47X,NA
S,ENOG410J47V,PLAC8 family
S,ENOG410J47U,NA
S,ENOG410J47R,NA
S,ENOG410J47P,Poly(ADP-ribose) polymerase catalytic domain
S,ENOG410J47Q,NA
S,ENOG410KJNX,Protein of unknown function (DUF3431)
G,ENOG410KJNU,Glycosyl hydrolase family 76 
S,ENOG410KJNI,NA
S,ENOG410KJNC,NA
S,ENOG410KJND,NA
S,ENOG410KJNF,NA
T,ENOG410IM6K,Protein kinase domain
S,ENOG410IM6A,NA
Q,ENOG410IM6C,Inherit from COG: dienelactone hydrolase
S,ENOG410IM6B,NA
S,ENOG410IM6E,NA
S,ENOG410IM6D,NA
S,ENOG410IM6F,NA
D,ENOG410IM6Y,spindle and kinetochore associated complex subunit 3
S,ENOG410IM6X,NA
S,ENOG410IM6Z,NA
S,ENOG410IM6Q,NA
S,ENOG410IM6P,NA
S,ENOG410IM6S,NA
S,ENOG410IM6R,NA
S,ENOG410IM6U,NA
S,ENOG410IM6T,NA
S,ENOG410IM6W,FBOX
S,ENOG410IM6V,NA
S,ENOG410IM60,NA
S,ENOG410IM63,NA
S,ENOG410IM64,NA
S,ENOG410IM67,GDSL-like Lipase/Acylhydrolase
S,ENOG410J2C0,NA
U,ENOG410J2C1,Histidine rich calcium binding protein
S,ENOG410J2C2,NA
S,ENOG410J2C3,Complex 1 protein (LYR family)
S,ENOG410J2C4,expressed protein
S,ENOG410J2C5,Wound-induced basic
S,ENOG410J2C6,NA
U,ENOG410J2C7,Component of the biogenesis of lysosome-related organelles complex-1 (BLOC-1) involved in endosomal cargo sorting (By similarity)
S,ENOG410J2C8,NA
S,ENOG410J2C9,NA
S,ENOG410J2CA,NA
S,ENOG410J2CB,WRC
S,ENOG410J2CC,early nodulin
S,ENOG410J2CD,NA
U,ENOG410J2CE,spermatid maturation 1
S,ENOG410J2CF,NA
L,ENOG410J2CG,Histone-like transcription factor (CBF/NF-Y) and archaeal histone
S,ENOG410J2CH,NA
S,ENOG410J2CI,NA
S,ENOG410J2CJ,bZIP transcription factor
S,ENOG410J2CK,Gibberellin regulated protein
L,ENOG410J2CM,Replication factor A protein 3
S,ENOG410J2CN,NA
S,ENOG410J2CP,Conserved hypothetical protein
S,ENOG410J2CQ,Seripauperin and TIP1 family
S,ENOG410J2CR,Pfam:DUF1763
S,ENOG410J2CS,CVNH domain
S,ENOG410J2CT,Protease inhibitor seed storage lipid transfer protein
D,ENOG410J2CU,Component of the DASH complex a microtubule-binding subcomplex of the outer kinetochore that is essential for proper chromosome segregation. The DASH complex mediates the formation and maintenance of bipolar kinetochore-microtubule attachments by forming closed rings around spindle microtubules and establishing interactions with proteins from the central kinetochore
S,ENOG410J2CV,Inherit from NOG: expressed protein
T,ENOG410J2CW,GAF domain
S,ENOG410J2CX,NA
S,ENOG410J2CY,NA
S,ENOG410J2CZ,NA
T,ENOG410IUGC,Immunoglobulin domain
S,ENOG410KJN2,NA
S,ENOG410K07Y,NA
S,ENOG410K07P,Tryptophan dimethylallyltransferase
S,ENOG410K07U,Domain of unknown function (DUF3328)
S,ENOG410K07I,ANK
S,ENOG410K07H,NA
S,ENOG410K07K,NA
S,ENOG410K07C,NA
O,ENOG410K07F,NA
S,ENOG410K071,CVNH domain
S,ENOG410K075,NA
S,ENOG410K074,NA
S,ENOG410K077,NA
O,ENOG410K076,Spore-wall fungal hydrophobin dewA
S,ENOG410IJ0J,Conserved hypothetical protein
J,ENOG410IFY9,glycoside hydrolase family 28 protein
S,ENOG410IFY8,Nucleotide-diphospho-sugar transferase
S,ENOG410IFY7,coiled-coil domain containing 175
O,ENOG410IFY6,dnaJ domain containing protein expressed
S,ENOG410IFY5,zinc-binding protein
S,ENOG410IFY4,protein BPS1 chloroplastic-like
S,ENOG410IFY3,NA
S,ENOG410IFY2,RAD52 motif 1
S,ENOG410IFY1,C3HC zinc finger domain-containing protein
S,ENOG410IFY0,CST complex subunit
G,ENOG410IFYZ,K01176 alpha-amylase EC 3.2.1.1
S,ENOG410IFYY,Glycosyl transferase family 8
S,ENOG410IFYX,Conserved hypothetical protein
C,ENOG410IFYW,Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B (By similarity)
E,ENOG410IFYV,peptidase M20 domain containing 2
S,ENOG410IFYU,NA
S,ENOG410IFYT,Alpha-L-rhamnosidase N-terminal domain
S,ENOG410IFYS,Deleted in lung and esophageal cancer 1
S,ENOG410IFYR,capsular associated protein
S,ENOG410IFYQ,calcium ion binding
S,ENOG410IFYP,C2H2 zinc finger protein
K,ENOG410IFYN,ABSCISIC ACID-INSENSITIVE 5-like protein
S,ENOG410IFYM,C2 calcium-dependent domain containing 4C
T,ENOG410IFYK,BAG domain
K,ENOG410IFYJ,transcription factor
S,ENOG410IFYI,remodeling and spacing factor 1
S,ENOG410IFYH,ribonuclease z
S,ENOG410IFYG,NA
S,ENOG410IFYF,Family with sequence similarity 184 member A
S,ENOG410IFYE,NA
T,ENOG410IFYD,Purinergic receptor P2Y G-protein coupled
U,ENOG410IFYC,SUR7/PalI family
S,ENOG410IFYB,Domain of unknown function (DUF1817)
S,ENOG410IFYA,NA
S,ENOG410K621,NA
S,ENOG410K622,NA
S,ENOG410K624,NA
S,ENOG410K625,NA
S,ENOG410K627,NA
S,ENOG410K628,NA
S,ENOG410K629,NA
S,ENOG410K62P,NA
S,ENOG410K62Q,NA
S,ENOG410K62R,NA
S,ENOG410K62B,NA
S,ENOG410K62C,NA
S,ENOG410K62G,NA
S,ENOG410K62K,Transcription initiation factor TFIID subunit A
S,ENOG410JMIP,NA
S,ENOG410JKTM,NA
S,ENOG410JYXD,NA
S,ENOG410K2RT,NA
S,ENOG410K2RU,Inherit from NOG: Coiled-coil domain containing 109B
S,ENOG410K2RV,NA
S,ENOG410K2RW,NA
S,ENOG410K2RP,NA
S,ENOG410K2RQ,NA
S,ENOG410K2RR,NA
S,ENOG410K2RS,Inherit from NOG: Diacylglycerol kinase catalytic domain
S,ENOG410K2RX,NA
S,ENOG410K2RY,NA
S,ENOG410K2RZ,NA
S,ENOG410K2RD,NA
S,ENOG410K2RE,NA
S,ENOG410K2RF,NA
O,ENOG410K2RG,Inherit from COG: ATP-dependent CLP protease ATP-binding subunit
S,ENOG410K2RA,NA
S,ENOG410K2RB,alternative oxidase
S,ENOG410K2RC,NA
S,ENOG410K2RM,NA
S,ENOG410K2RN,NA
S,ENOG410K2RH,NA
A,ENOG410K2RI,RNA editing complex protein MP46
J,ENOG410K2RJ,Exosome-associated protein 2
S,ENOG410K2RK,NA
S,ENOG410K2R4,NA
S,ENOG410K2R5,NA
S,ENOG410K2R6,NA
S,ENOG410K2R7,NA
S,ENOG410K2R0,NA
S,ENOG410K2R1,Inherit from NOG: tape measure protein
S,ENOG410K2R2,NA
S,ENOG410K2R3,NA
S,ENOG410K2R8,NA
S,ENOG410K2R9,NA
S,ENOG410JKT5,NA
T,ENOG410JKT1,FHA
T,ENOG410IU29,NA
T,ENOG410IU28,NA
S,ENOG410JKT9,NA
J,ENOG410IU22,NA
S,ENOG410KI71,NA
H,ENOG410KDG9,78-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)
TU,ENOG410IT39,synaptotagmin-like 3
TU,ENOG410IT37,NA
TU,ENOG410IT36,C2 domain
TU,ENOG410IT35,C2 domain
TU,ENOG410IT34,C2 domain
TU,ENOG410IT32,C2 domain
TU,ENOG410IT31,NA
S,ENOG410IT30,type 1 membrane protein
TU,ENOG410IT3N,synaptotagmin VII
TU,ENOG410IT3M,synaptotagmin
TU,ENOG410IT3K,synaptotagmin XII
TU,ENOG410IT3J,Synaptotagmin XIV
TU,ENOG410IT3I,Synaptotagmin-like 1
TU,ENOG410IT3G,synaptotagmin XV
U,ENOG410IT3F,Synaptotagmin VI
TU,ENOG410IT3E,Synaptotagmin II
TU,ENOG410IT3D,C2 domain
TU,ENOG410IT3A,Tandem C2 domains nuclear
L,ENOG410IT3Z,SET domain
L,ENOG410IT3W,helicase
L,ENOG410IT3V,SNF2 domain-containing protein helicase domain-containing protein RING finger domain-containing protein
S,ENOG410IT3U,NA
S,ENOG410IT3T,NA
U,ENOG410IT3Q,synaptotagmin I
TU,ENOG410IT3P,synaptotagmin
S,ENOG410JY29,NA
S,ENOG410JY2B,NA
S,ENOG410JY2E,NA
S,ENOG410JY2F,NA
S,ENOG410JY2P,NA
S,ENOG410JY2Q,KAZAL
S,ENOG410JY2R,Inherit from NOG: LYR motif containing 4
S,ENOG410IU2W,NA
Z,ENOG410IU2V,WD domain G-beta repeat
S,ENOG410JHT3,ZnF_C2H2
S,ENOG410JHT0,NA
T,ENOG410JHT9,Cyclin-dependent kinase inhibitor
S,ENOG410JHT8,NA
S,ENOG410IU2Q,Small G protein signaling modulator
S,ENOG410JHTV,agp22 atagp22 agp22 (arabinogalactan protein 22)
S,ENOG410JHTS,BESS motif
U,ENOG410JHTR,Signal peptide peptidase
S,ENOG410JHTZ,NA
S,ENOG410JHTY,Caenorhabditis elegans Her-1
S,ENOG410IU2P,zinc finger CCCH domain-containing protein
P,ENOG410JHTE,NA
S,ENOG410JHTD,NA
S,ENOG410JHTA,NA
Z,ENOG410JHTK,PROF
L,ENOG410JHTJ,Inherit from COG: Helicase
S,ENOG410JHTI,to DDHD domain containing 1
J,ENOG410JHTH,NA
O,ENOG410IK89,NA
S,ENOG410IK88,tripartite motif containing 29
S,ENOG410IK87,NA
S,ENOG410IK81,Conserved hypothetical protein
S,ENOG410IK80,sperm-tail PG-rich repeat containing 1
S,ENOG410IK83,Zona pellucida-like domain
T,ENOG410IK82,olfactory receptor family 10 subfamily P member 1
S,ENOG410IK8N,Retinal degeneration 3
T,ENOG410IK8H,G protein-coupled receptor family C group 5 member D
S,ENOG410IK8J,SAM binding motif containing protein
T,ENOG410IK8E,TGF-beta activated kinase 1 MAP3K7 binding protein 2
T,ENOG410IK8D,Cannabinoid receptor interacting protein 1
S,ENOG410IK8G,Predicted ATPase of the ABC class
W,ENOG410IK8A,Macrophage scavenger receptor 1
G,ENOG410IK8B,peroxidase
S,ENOG410IK8Y,Pfam:DUF88
K,ENOG410IK8X,Steroid receptor RNA activator
K,ENOG410IK8Z,Aux IAA proteins are short-lived transcriptional factors that function as repressors of early auxin response genes at low auxin concentrations. Repression is thought to result from the interaction with auxin response factors (ARFs) proteins that bind to the auxin-responsive promoter element (AuxRE). Formation of heterodimers with ARF proteins may alter their ability to modulate early auxin response genes expression
E,ENOG410IK8W,Cobalamin-independent synthase Catalytic domain
S,ENOG410KI7C,NA
S,ENOG410JTHA,Retrotransposon gag protein 
S,ENOG410J6E8,NA
S,ENOG410J5V4,NA
S,ENOG410J5V5,Ycf66 protein N-terminus
S,ENOG410J561,NA
S,ENOG410J562,NA
S,ENOG410J563,prothymosin alpha
S,ENOG410J565,EFh
S,ENOG410J566,SET domain
S,ENOG410J567,Lipopolysaccharide-induced transcription factor regulating tumor necrosis factor alpha
L,ENOG410J6EG,brct domain protein
K,ENOG410J56P,whole genome shotgun sequence
K,ENOG410J56Q,Rtt102p-like transcription regulator protein
S,ENOG410J56R,CVNH domain
S,ENOG410J56S,NA
D,ENOG410J56V,NA
S,ENOG410J56W,NA
O,ENOG410J56Y,UBQ
G,ENOG410J56Z,Sugar (and other) transporter
S,ENOG410J56A,Putative zinc finger motif C2HC5-type
A,ENOG410J56B,Component of the U1 snRNP particle which recognizes and binds the 5'-splice site of pre-mRNA. Together with other non- snRNP factors U1 snRNP forms the spliceosomal commitment complex that targets pre-mRNA to the splicing pathway (By similarity)
S,ENOG410J56C,NA
S,ENOG410J56E,membrane associated protein
S,ENOG410J56K,NA
S,ENOG410J56M,NA
S,ENOG410J5VA,NA
S,ENOG410J5VB,whole genome shotgun sequence
S,ENOG410J5VF,NA
W,ENOG410J5VG,Pollen proteins Ole e I like
S,ENOG410J5VK,NA
S,ENOG410K969,Serpentine type 7TM GPCR chemoreceptor Sru
U,ENOG410K968,Seven TM Receptor family member (str-119)
S,ENOG410K967,NA
U,ENOG410K966,Serpentine Receptor class X family member
T,ENOG410K965,Serpentine type 7TM GPCR receptor class ab chemoreceptor
S,ENOG410K964,Serpentine type 7TM GPCR chemoreceptor Sri
S,ENOG410K963,SPK
W,ENOG410K962,WAP-type (Whey Acidic Protein) 'four-disulfide core'
U,ENOG410K961,Serpentine type 7TM GPCR chemoreceptor Sri
S,ENOG410K960,NA
S,ENOG410K96N,NA
S,ENOG410K96M,NA
U,ENOG410K96K,ZP
S,ENOG410K96J,Serpentine type 7TM GPCR chemoreceptor Sri
S,ENOG410K96I,NA
T,ENOG410K96H,C. elegans Sre G protein-coupled chemoreceptor
S,ENOG410K96G,Serpentine type 7TM GPCR chemoreceptor Srbc 
S,ENOG410K96F,NA
S,ENOG410K96E,Serpentine type 7TM GPCR chemoreceptor Sri
W,ENOG410K96D,GLECT
S,ENOG410K96C,Serpentine type 7TM GPCR chemoreceptor Srj
S,ENOG410K96B,DOMON domain
S,ENOG410K96A,NA
K,ENOG410K96Z,ZnF_C4
S,ENOG410K96Y,NA
T,ENOG410K96X,Serpentine type 7TM GPCR chemoreceptor Srj
S,ENOG410K96W,NA
S,ENOG410K96V,NA
S,ENOG410K96U,Serpentine type 7TM GPCR chemoreceptor Sra
U,ENOG410K96T,Serpentine type 7TM GPCR chemoreceptor Sri
S,ENOG410K96S,CUB-like domain
S,ENOG410K96R,NA
F,ENOG410K96Q,Dpy-30 motif
U,ENOG410K96P,Serpentine type 7TM GPCR chemoreceptor Srj
S,ENOG410KE1B,NA
